Drive_X,Drive_Y,Drive_Rotation,Lift,Mast,Claw,Lock,Winch,Time
0.0,-0.021246662846318005,0.0,0.0,0.0,0.0,3,0.0,0.0067200000000013915
0.0,-0.02824095476147897,0.0,0.0,0.0,0.0,3,0.0,0.048028999999999655
0.0,-0.05207273956843037,0.0,0.0,0.0,0.0,3,0.0,0.10057299999999714
0.0,-0.103744645504631,0.0,0.0,0.0,0.0,3,0.0,0.14390699999999867
0.0,-0.175097786022966,0.0,0.0,0.0,0.0,3,0.0,0.19603999999999644
0.0,-0.19523102821800117,0.0,0.0,0.0,0.0,3,0.0,0.2407790000000034
0.0,-0.20947604447562349,0.0,0.0,0.0,0.0,3,0.0,0.2837509999999952
0.0,-0.26476483547802,0.0,0.0,0.0,0.0,3,0.0,0.34930199999999445
0.0,-0.43768065391090505,0.0,0.0,0.0,0.0,3,0.0,0.41850800000000277
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.47404399999999214
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.5277409999999918
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.6106860000000012
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.6722910000000013
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.7267609999999962
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.7805639999999983
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.8243849999999924
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.8690909999999974
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.9321669999999926
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,0.9688129999999973
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.0,1.0221009999999922
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.0830720000000014
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.141846000000001
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.192071999999996
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.251581999999999
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.3097719999999953
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.3654190000000028
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.4220260000000025
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.4808709999999934
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.5306970000000035
0.0,-0.5,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.6084539999999947
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.679785999999993
0.0,-0.41428036421578285,0.0,0.0,0.0,0.0,3,0.8505603985056039,1.7515499999999946
0.0,-0.39172935485839844,0.0,0.0,0.0,0.0,3,0.0,1.835532999999998
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.0,1.8970659999999953
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.0,1.9986760000000032
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.0,2.0731889999999993
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.0,2.1478719999999925
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.210382999999993
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.2938680000000033
0.0,-0.370011927496095,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.3717089999999956
0.0,-0.4258733678747106,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.4296760000000006
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.4883119999999934
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.5477810000000005
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.610206000000005
0.0,-0.44970418461719824,0.0,0.0,0.0,0.0,3,0.8505603985056039,2.6662620000000032
0.0,-0.44970418461719824,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,2.724726000000004
0.0,-0.44970418461719824,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,2.7817879999999917
0.0,-0.47440782921140895,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,2.847521999999998
0.0,-0.47440782921140895,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,2.9051180000000016
0.0,-0.5,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,2.961265999999995
0.0,-0.5,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.019941000000003
0.0,-0.5,0.0,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.072932999999992
0.0,-0.5,0.03958880139982502,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.126132999999996
0.0,-0.5,0.15441819772528434,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.1862239999999957
0.0,-0.5,0.1905074365704287,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.242172999999994
0.0,-0.5,0.2889326334208224,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.2860079999999954
0.0,-0.5,0.2889326334208224,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.342326
0.0,-0.5,0.33814523184601925,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.3940309999999982
0.0,-0.44970418461719824,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.460239999999999
0.0,-0.39172935485839844,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.5263180000000034
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.600330999999997
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.665779999999998
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.7297200000000004
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.7944159999999982
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.838495999999992
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.9048619999999943
0.0,-0.370011927496095,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,3.957183999999998
0.0,-0.338964412568855,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.0170909999999935
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.090092999999996
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.139932999999999
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.182554999999994
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.241416999999998
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.303975999999992
0.0,-0.31926225994513036,0.3611111111111111,0.06549364613880743,0.0,0.0,3,0.8505603985056039,4.344332999999992
0.0,-0.31926225994513036,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.415014999999997
0.0,-0.31926225994513036,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.461918999999995
0.0,-0.31926225994513036,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.519656999999995
0.0,-0.31926225994513036,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.559691000000001
-1.0716735253772282e-05,-0.3491123837862159,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.608955999999992
-0.030201455366137258,-0.370011927496095,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.660916999999998
-0.030201455366137258,-0.370011927496095,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.7075710000000015
-0.030201455366137258,-0.370011927496095,0.3611111111111111,0.08602150537634409,0.0,0.0,3,0.8505603985056039,4.776141999999993
0.0,-0.4258733678747106,0.15441819772528434,0.2541544477028348,0.0,0.0,3,0.8505603985056039,4.8611569999999915
0.0,-0.44970418461719824,0.1609798775153106,0.2961876832844575,0.0,0.0,3,0.8505603985056039,4.926141999999999
0.0,-0.44970418461719824,0.2823709536307962,0.2961876832844575,0.0,0.0,3,0.8505603985056039,4.991338999999996
0.0,-0.44970418461719824,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.0518320000000045
-0.00012207031249999996,-0.44970418461719824,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.10181
-0.0052337646484375,-0.41428036421578285,0.2331583552055993,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.156935000000004
-0.00814256288714206,-0.370011927496095,0.0231846019247594,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.222121000000001
-0.00814256288714206,-0.32901502538610383,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.279150999999999
-0.0007522017867476851,-0.19523102821800117,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.330697999999998
0.0,-0.09488259094405731,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.390944000000005
0.0,-0.0263671875,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.452074999999994
0.0,-0.0052337646484375,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.521754000000001
0.0,0.0,0.0,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.572974000000002
0.0,-0.0011485326110253773,0.2462817147856518,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.650971999999996
0.0,-0.019700206029235254,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.708773999999991
0.0,-0.0992476851851852,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.765991999999997
-0.0031161628796403454,-0.1624755859375,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.822868
-0.016836095739293986,-0.175097786022966,0.3611111111111111,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.883282999999992
-0.00993290653935185,-0.20947604447562349,0.34142607174103234,0.2961876832844575,0.0,0.0,3,0.8505603985056039,5.945604000000003
-0.0002546689801418895,-0.370011927496095,0.0,0.36950146627565983,0.0,0.0,3,0.8505603985056039,6.009102999999996
0.0,-0.5,0.0,0.4115347018572825,0.0,0.0,3,0.8505603985056039,6.059697
0.0,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.114547999999999
0.0,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.166287999999994
0.0,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.2399580000000014
0.0,-0.4258733678747106,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.285574999999994
0.0,-0.28217816974236964,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.343929000000003
0.0,-0.24808304398148145,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.400131999999999
0.0,-0.24808304398148145,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.477395000000001
0.0,-0.21685129592121055,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.559697999999997
0.0,-0.07870162890608257,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.630687999999992
0.0,-0.07870162890608257,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.702941999999993
0.0,-0.009008104091482071,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.760505999999992
0.0,-0.018230671091171293,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.807952
0.0,-0.04924333569771305,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.867358999999993
0.0,-0.2022699426721644,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.9232939999999985
0.0,-0.2022699426721644,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,6.9841009999999955
0.0,-0.32901502538610383,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,7.0476950000000045
0.0,-0.32901502538610383,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,7.109928999999994
0.0,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,7.156942999999998
0.0,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,7.2088310000000035
-5.651403356481472e-07,-0.5,0.0,0.43304007820136853,0.0,0.0,3,0.8505603985056039,7.272091000000003
-0.004083913376628942,-0.5,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.330782999999997
-0.001664170839495456,-0.5,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.385671000000002
-0.0007522017867476851,-0.4258733678747106,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.442983999999996
-0.0007522017867476851,-0.32901502538610383,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.500726
-0.0002546689801418895,-0.11804634586119686,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.551996000000003
0.0,-0.005881883806979541,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.6030039999999985
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.672889999999995
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,7.728019000000003
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,7.799440000000004
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,7.854630999999998
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,7.921167999999994
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,7.972054
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.027890999999997
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.085048999999998
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.150145999999992
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.205127000000005
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.263458
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.320951999999991
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.382295999999997
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.433911999999992
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.485080999999994
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.540695999999997
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.585027999999994
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.645280999999997
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.701860999999994
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.8505603985056039,8.764779000000004
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,8.821708999999998
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,8.879779999999997
0.0,0.0,0.0,0.45356793743890517,0.0,0.0,3,0.0,8.922989999999999
0.0,0.0,0.0,0.3489736070381232,0.0,0.0,3,0.0,8.984060999999997
0.0,0.0,0.0,0.0019550342130987292,0.0,0.0,3,0.0,9.034228999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.082108000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.122975999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.188046999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.223575999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.279226999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.317280999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.372564999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.418829000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.461658999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.503025999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.557917000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.613001999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.662941000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.700890000000001
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.748418999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.792394999999999
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.833433999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.883245000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.953472000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,9.996165000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.064757999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.121498000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.163729000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.211972000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.268038000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.320495999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.360365000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.427184999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.482974999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.518293
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.580155000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.621798999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.663393999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.700943999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.758203999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.801793000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.851624000000001
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.908350999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,10.964058999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.007493999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.066772999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.102935000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.15661
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.205225999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.248002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.300547999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.355074000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.399524999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.458584000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.511340000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.56496
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.619334999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.686030000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.729700999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.784239
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.827371
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.880100999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.932080999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11.979710999999995
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.019020999999995
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.060196000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.102509999999995
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.153379000000001
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.199100000000001
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.245846999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.291078999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.358839000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.42841
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.503704999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.550714
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.598450999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.653149999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.702636999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.747283999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.791967
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.831802999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.885524000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.922228000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,12.986925
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.035331
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.082025999999999
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.121887000000001
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.171233
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.219107999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.270291
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.315528999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.365489999999994
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.414079999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.477566999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.515462999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.575733999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.651273000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.706046
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.748522999999992
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.803707000000003
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.871549000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.913600000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,13.977833000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.018191999999999
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.077731
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.123615999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.189200999999997
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.240480000000005
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.304842999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.346493999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.382601999999991
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.442031
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.482381000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.563925999999995
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.608154999999996
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.665038999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.717223000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.754998999999998
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.811807000000002
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.860086999999993
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.910954000000004
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,14.967597999999995
0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,15.021199999999993
